Recipe_ID,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,cleanedingredients,Ingredient-count,Cuisine,Course,Diet,Instructions,URL,Calories,Total Fat (g),Saturated Fat,Monounsaturated Fat,Polyunsaturated Fat,Cholesterol,Sodium,Potassium,Total Carbohydrate,Dietary Fiber,Sugars,Protein (g)
448,Cabbage Onion Vada Recipe,"1 cup White Urad Dal (Whole) - soaked for 3 hours,1/2 cup Cabbage (Patta Gobi/ Muttaikose) - finely chopped,1/2 cup Onions - finely chopped,1 teaspoon Ginger - finely chopped,1 teaspoon Green Chillies - finely chopped,1/4 Coriander (Dhania) Leaves - finely chopped,Salt - to taste",180,40,220,5,"salt,ginger,coriander (dhania) leaves,onion,green chillies,cabbage (patta gobi muttaikose),white urad dal",7,South Indian Recipes,Snack,Vegetarian,"To begin making the Cabbage Onion Vada, finely grind the soaked urad dal with salt, adding as little water as possible into a thick smooth vada batter.Add the chopped cabbage, onions, green chillies and coriander leaves and mix into the ground urad dal paste. Check the salt and spice levels to see if your would like to adjust to suit your taste.Heat the Kuzhi paniyaram Pan and add a drop of oil into each cavity; once the pan is well heated scoop the vada batter using a scoop spoon. Cover the pan and allow it to steam .You will notice the top part of the vada getting cooked. At this point you could add another drop of oil and then using a tiny flat spoon gently flip the vada so it can get cooked from the other side and crip as well. When you insert the back of the spoon or a knife in the center it should come out clean - this the test to check whether it is has been cooked. Continue the same process with the remaining vada batter and enjoy the healthy version of the vada'sServe Cabbage Onion Vada along with Masala Chai and Green Chutney for evening snack.",https://www.archanaskitchen.com/cabbage-onion-vada-recipe,137,2,0,0,0,0,133,240,14,4,1,5
449,Cantonese Chicken With Mushrooms Recipe,"250 grams Boneless chicken,1 cup Shiitake mushrooms - (or oyster mushrooms),1 Bok Choy - chopped,1/2 cup Spring Onion (Bulb & Greens),8 cloves Garlic - crushed,2 teaspoon Black pepper powder,1 tablespoon Light soy sauce,1 tablespoon Fish sauce,1 tablespoon Oyster sauce,1 tablespoon Red Chilli sauce,1 tablespoon Rice Wine Vinegar,Salt - if required,2 tablespoon Sesame (Gingelly) Oil,1 teaspoon Brown Sugar (Demerara Sugar),1 teaspoon Corn flour,3 tablespoons Spring Onion Greens,Sesame seeds (Til seeds) - toasted",20,25,45,5,"fish sauce,salt,boneless chicken,bok choy,rice wine vinegar,corn flour,spring onion greens,sesame (gingelly) oil,cloves garlic,shiitake mushrooms (or oyster mushrooms),spring onion (bulb greens),oyster sauce,light soy sauce,brown sugar (demerara sugar),black pepper powder,red chilli sauce,sesame seeds (til seeds)",17,Cantonese,Dinner,Non Vegeterian,"To begin making the Cantonese Chicken With Mushrooms recipe, wash chicken pieces and chop into small cubes. Add little salt and a pinch of pepper powder, mix well and marinate it for at least 30 minutes inside fridge.Heat 2 tablespoons sesame oil in a wok. Add crushed and minced garlic cloves and sauté for a minute. Add chopped white spring onions and toss for 30 seconds. Next add chicken pieces and toss till chicken pieces turn white. Cover and cook for 5 minutes until chicken is half cooked.Add chopped mushrooms and boy choy, toss for a minute.Now in a small bowl mix all the sauces - soy sauce, fish sauce, oyster sauce, red chilli sauce and vinegar with brown sugar and pour it into the wok. Cook on high flame for about 2 to 3 minutes.Mix corn starch in about 1 teaspoon water. Once chicken is fully cooked, add the corn starch water mix, stir well and let it cook for 1 minute.Remove from wok and transfer to a serving plate. Garnish with green spring onions, sesame seeds and serve hot with noodles or as starter.Serve Cantonese Chicken With Mushrooms along with Cantonese Style Chicken Chowmein for a perfect dinner night.",http://www.archanaskitchen.com/cantonese-chicken-with-mushrooms-recipe,385,27,4,10,11,0,706,488,16,5,5,23
450,Goan Style Banana Halwa Recipe (Kelyacho Halwo),"3 Ripe Bananas - Nendra variety,9-10 teaspoon Sugar,3 tablespoons Ghee,4 Cloves (Laung),1 teaspoon Cardamom Powder (Elaichi)",5,30,35,3,"bananas nendra variety,ghee,sugar,cardamom powder (elaichi),cloves (laung)",5,Goan Recipes,Dessert,Vegetarian,"To begin making the Goan Style Banana Halwa Recipe (Kelyacho Halwo), peel and slice the bananas into thin rounds.Heat ghee in a heavy bottomed pan over medium heat, add the bananas and stir fry in the ghee for a few seconds until it released an aroma.Add a 2 to 3 tablespoons of water, sugar and cloves and cook the bananas on low heat until the liquid thickens. When you lift it and drop, it should fall in thick drops and not a stream.Once the bananas have a thick halwa like consistency, add the cardamom powder to the Banana Halwa and turn off the heat. Allow the the Kelyacho Halwo to cool and serve. The Banana Halwa will thicken as it cools down. Serve the Goan Style Banana Halwa (Kelyacho Halwo) as a quick dessert after a Sunday afternoon brunch or even when you are craving for something sweet at anytime of the day.",http://www.archanaskitchen.com/goan-style-banana-halwa-recipe-kelyacho-halwo,412,15,9,4,1,36,36,882,65,6,49,3
451,Chocolate Coffee Sticky Cake Recipe,"3/4 cup All Purpose Flour (Maida),1 cup Brown Sugar (Demerara Sugar),2 teaspoons Instant Coffee Powder,2/3 cup Dark Chocolate Chips,1/2 teaspoon Cinnamon Powder (Dalchini),1/4 teaspoon Nutmeg powder,1.5 teaspoons Baking powder,1/4 teaspoon Salt,3/4 cup Walnuts - roughly chopped,1/2 cup Butter - softened,2 Whole Eggs - +2 tablespoons of one beaten egg,1/4 teaspoon Vanilla Extract,1/2 cup Water - (adjust)",20,50,70,6,"baking powder,salt,nutmeg powder,instant coffee powder,dark chocolate chips,water,butter,vanilla,brown sugar (demerara sugar),flour (maida),eggs,walnuts,cinnamon powder (dalchini)",13,Continental,Dessert,Eggetarian,"To begin making Chocolate Coffee Sticky Cake Recipe, first set your oven to pre-heat at 180 degrees C for 15-20 minutes while you get the ingredients and the batter ready.Next, prepare your 9"" bundt pan by thoroughly buttering it. Smear butter all over the insides of the pan, spreading it with your fingers. Next, sprinkle flour all over the buttered surface, tapping it with the heel of your palm so the butter spreads evenly. Set this aside till you are ready to use it.Take a mixing bowl and sift together the flour, baking soda, ground cinnamon, ground nutmeg baking powder and salt into it. Mix well and set this aside.In saucepan melt the chocolate chips, coffee powder and water over a medium-low heat, while stirring constantly. Turn off the heat and set the saucepan aside to cool.Meanwhile, in a mixing bowl, cream the softened butter and brown sugar, using a hand-beater, on a high speed till it looks light and fluffy. To this, add the melted chocolate mixture and beat briefly, till well combined.Next, add the eggs one at a time, beating well after each addition. Also add the vanilla extract and mix well.Now, reduce the speed to low and gradually add the flour mixture and beat well till well combined and no lumps remain. The batter will be runny, this is how it is meant to be, so do not panic.Lastly, fold the walnuts in to the batter using a spatula and pour the batter into the bundt pan.Set the pan into the oven to bake at 180 degrees C, for 35-40 minutes or until a toothpick inserted into the pan comes out clean.Once baked, remove the bundt pan from the oven and set it aside for 10 minutes to cool slightly, on a wire rack. When cooled, gently place a plate over the pan and swiftly turn the pan over to release the cake onto the plate.Chocolate Coffee Sticky Cake is ready to be served. It tastes wonderful served warm, straight out of the oven, and goes well with a hot cup of tea or coffee. Perk up your Dinner Party Dessert. ",http://www.archanaskitchen.com/chocolate-coffee-sticky-cake-recipe,634,40,17,8,9,374,457,255,57,3,43,15
452,Chole Capsicum Masala Recipe - Chole Capsicum Masala Recipe,"1 cup Kabuli Channa - soaked boiled, 1 green capsicum - chopped, 2 onions - finely chopped, 2 teaspoons ginger garlic paste, 2 teaspoons coriander powder, 1 teaspoon red chili powder, 1 teaspoon cumin powder , 1/2 teaspoon turmeric powder, 1 teaspoon Kasuri methi, 1/2 cup cashew nuts, 1 cup tomato puree, oil - to cook, salt - as per taste",30,40,70,4,"turmeric powder,cashew nuts,tomato,salt,kasuri methi,cumin powder,kabuli channa,red chilli powder,ginger garlic paste,onion,oil,coriander powder,green capsicum",13,North Indian Recipes,Dinner,Vegetarian,"To make chickpea capsicum, soak cashew nuts in water for 12 to 15 minutes. Heat the oil in a skillet, cook the onion till it turns brown. Add ginger garlic paste and cook 1 minute. Add capsicum, and roast for 2-3 minutes. Now add cumin powder, coriander powder, turmeric and red chili powder and fry. Keep in mind that spices should not be burnt. Add tomato puree and boiled gram with 2 cups of water. Let it boil for 5 minutes and cook till the spices are mixed. Grind the soaked cashews. Add cashew paste to the curry with salt and cook for 4-5 minutes. Add kasuri methi and close the gas. Serve Chole Shimlamirch Masala with Phulka, Rice and Salad.",https://www.archanaskitchen.com/chole-capsicum-masala-recipe,753,66,9,28,24,0,147,382,17,6,8,6
453,Carrot Tadka Raita Recipe- Crunchy Grated Carrot In Yogurt,"2 cups Curd (Dahi / Yogurt),2 Carrots (Gajjar) - grated,1 tablespoon Coriander (Dhania) Leaves,1 tablespoon Mint Leaves (Pudina),1 Green Chilli - finely chopped,1/2 teaspoon Black Salt (Kala Namak),1/2 teaspoon Cumin powder (Jeera),Salt - to taste,1/2 teaspoon Sunflower Oil,1/2 teaspoon Cumin seeds (Jeera),3 cloves Garlic - finely chopped,1 pinch Asafoetida (hing)",10,5,15,2,"salt,black salt,cumin powder (jeera),green chilli,coriander (dhania) leaves,asafoetida (hing),cloves garlic,carrot,curd,cumin seeds (jeera),mint leaves (pudina),sunflower oil",12,Indian,Side Dish,Vegetarian,"To begin making the Carrot Tadka Raita Recipe, in a mixing bowl, combine yogurt, black salt, cumin powder, salt to taste and whisk well until smooth.Once done add coriander leaves, mint leaves, green chillies and grated carrots to the whisked curd. Mix well to combine and keep it aside.To make the tadka, heat oil in a pan on medium heat, add the cumin seeds, asafoetida and chopped garlic, and saute until the garlic is golden brown in colour. Turn off the heat once done.Pour the tadka over the carrot raita and serve chilled. Serve Carrot Tadka Raita along with Stuffed Mooli Paratha Recipe or Baby Corn and Tomato Mixed Rice. ",https://www.archanaskitchen.com/tadka-raita-recipe-spiced-curd-with-onions,413,10,5,3,2,29,1071,766,66,11,41,19
454,Besan Arbi Roast Recipe - Spicy Colocasia Stir Fry,"250 grams Colocasia root (Arbi),2 tablespoon Gram flour (besan),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1/4 teaspoon Turmeric powder (Haldi),1/2 teaspoon Amchur (Dry Mango Powder),3/4 teaspoon Cumin powder (Jeera),Salt - to taste,1/4 teaspoon Asafoetida (hing),3 tablespoons Sunflower Oil,1 teaspoon Sunflower Oil,1/2 teaspoon Ajwain (Carom seeds),1/4 teaspoon Cumin seeds (Jeera),1 Green Chilli - finely chopped,2 teaspoons Lemon juice,1 sprig Coriander (Dhania) Leaves - chopped",20,30,50,4,"salt,cumin powder (jeera),green chilli,amchur (dry mango powder),asafoetida (hing),ajwain (carom seeds),red chilli powder,gram flour (besan),coriander (dhania) leaves,colocasia root (arbi),cumin seeds (jeera),lemon,coriander powder,turmeric powder,sunflower oil",15,Indian,World Breakfast, Vegetarian Gluten Free,"To begin making the Besan Arbi Roast Recipe, scrub the arbi to get rid of mud and dirt. Pressure cook the arbi with little water and a pinch of salt for 1 whistle (do not over cook). After the first whistle, turn off the heat. Once the pressure releases, open the cooker. Peel the skin off and cut them into half lengthwise and place it in a large mixing bowl.In a wide plate mix besan, red chili powder, coriander powder, salt, turmeric powder, amchur powder, roasted cumin powder.Add this spice powder like the turmeric powder, coriander powder, red chilli powder, amchur powder and cumin powder to the cut arbi and toss to coat well. Heat 2 tablespoons of oil in a heavy bottomed pan, add the besan arbi in small batches and roast until golden brown in color on all sides. Do this in 2 to 3 batches, add oil as the pan gets dry. Drain the roasted arbi on kitchen towel and place it in a serving platter.In another pan add 1 teaspoon of oil. Add cumin seeds, carom seeds and finely chopped green chilies and saute for 10 seconds. Add this to the Besan Arbi and toss gently.  Sprinkle some coriander leaves and lemon juice on top of the besan arbi and serve.Serve Besan Arbi Roast Recipe with Dal Palak Recipe and Steamed Rice Recipe - Pressure Cooker & Sauce Pan Methods for lunch.",https://www.archanaskitchen.com/besan-arbi-roast-recipe-spicy-colocasia-stir-fry,321,13,2,5,5,0,135,347,45,8,13,6
455,Carrot and Capsicum Rice Recipe - Carrot and Capsicum Rice,"2 cups rice - cook, 1 teaspoon cumin seeds, 3 to 4 curry leaves, 1 green chili - finely chopped, 1 carrot - tightly, 1 capsicum (green) - finely chopped, 1 onion - finely chopped, 1/2 teaspoon red chilli powder, 1/2 teaspoon black pepper powder, ghee - coriander - little (for garnish), salt - as per taste",20,45,65,2,"salt,green chilli,capsicum (green),red chilli powder,rice cook,carrot,curry leaves,onion,black pepper powder,cumin seeds,ghee coriander",11,Indian,Lunch,Vegetarian,"To make carrot and capsicum casserole, first heat ghee in a pan. Add cumin seeds, green chillies and onions. Cook onion till it turns golden. After curry is cooked add curry leaves and capsicum. Cook until the capsicum becomes soft. After it becomes soft, add grated carrots, cooked rice and mix. After mixing, add salt, red chili powder and black pepper powder. Mix and cover the pan. Allow to cook for 2 minutes, open the pan and garnish with green coriander. Serve carrot and capsicum pulao along with boondi raita and papad for dinner.",https://www.archanaskitchen.com/carrot-and-capsicum-rice-recipe,1497,113,31,33,5,287,1675,1537,141,34,56,30
456,Senai Potato Curry Recipe - Spicy Chettinad Style Yum Stir Pre,"300 grams Elephant yam (Suran/Senai/Ratalu) - cut into thin slices,1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,1 teaspoon Coriander Powder (Dhania),1 sprig Curry leaves,Salt - to taste,Sunflower Oil - for cooking",15,30,45,4,"salt,elephant yam (suransenairatalu),red chilli powder,curry leaves,coriander powder,turmeric powder,sunflower oil",7,South Indian Recipes,Lunch,Vegetarian,"To begin making the Senai Kizhangu Varuval Recipe (Spicy Chettinad Style Yam Stir Fry Recipe), by mixing all the spice powder including turmeric powder, red chilli powder, coriander powder with yam in a small mixing bowl. Check for seasonings. Heat a flat bottomed pan, add a tablespoon oil for shallow frying the yam slices, fry the yam slices for 2 minutes on each side till its brown and crisp.Once done in the same oil add some curry leaves and let it splutter, then add in the shallow fried yam chips and give it a toss. Serve the Senai Kizhangu Varuval Recipe as a side dish for Thandu Keerai Sambar and Steamed Rice for lunch box meal.",https://www.archanaskitchen.com/senai-kizhangu-varuval-recipe-spicy-chettinad-style-yam-stir-fry-recipe,593,57,8,23,23,0,258,31,15,3,1,3
457,"Date, Nuts And Quinoa Energy Bite Recipe","1 cup Cashew nuts,1 cup Raw Peanuts (Moongphali),1 cup Quinoa,1 cup Instant Oats (Oatmeal),2 cups Dates - (about 20 dates,1/2 cup Honey,1 cup Dessicated Coconut,1/2 cup Cocoa Powder - (you can use semi sweet cocoa also),1 teaspoon Ghee - at room temperature",20,5,25,6,"cashew nuts,coconut,ghee,peanuts (moongphali),instant oats (oatmeal),cocoa powder (you can semi sweet cocoa also),quinoa,dates ( dates",8,Continental,Snack,Vegetarian,"To prepare Date, Nuts And Quinoa Energy Bite Recipe, dry roast the cashews, peanuts, quinoa and oats in a kadai. you can also microwave them for about 2 minutes on high. Set aside to cool.Pulse the mixture in a processor, into crunchy bits. Set aside.Pulse the dates and coconut in a processor until they form a crumbly dough. Add in the nuts mixture. Pulse to form a dough. Finally add honey, cocoa powder and ghee. Pulse until they all come together to form a dough.Line and grease a wax sheet lined baking pan. Press the dough flat and cut into square of desired size. Refrigerate for an hour.Store Date, Nuts And Quinoa Energy Bite Recipe in an airtight container at room temperature for about 10 days. It will stay longer or in the fridge. Enjoy!",https://www.archanaskitchen.com/date-nuts-and-quinoa-energy-bite-recipe,900,52,10,13,6,2,23,805,87,14,63,18
